state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
MA,98,510, 366-3358,no,no,119,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,True
OK,149,510, 359-9972,no,yes,79,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,False
MA,160,408, 387-3332,no,no,109,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,False
WA,103,415, 354-6960,no,no,107,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,False
HI,132,415, 405-3335,no,yes,128,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,False
CO,137,415, 379-4257,no,no,107,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,False
FL,129,415, 355-4992,yes,no,78,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,False
WI,62,415, 383-6373,no,no,66,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,False
ID,122,510, 382-7993,no,yes,96,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,False
WY,32,408, 422-5865,no,no,82,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,False
GA,86,510, 410-9961,no,no,82,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,False
FL,130,415, 343-9946,no,no,113,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,False
WY,42,408, 357-7060,no,no,84,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,False
DE,73,415, 355-9541,no,no,85,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,False
ME,66,408, 378-4145,no,yes,108,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,False
DC,103,510, 386-2317,no,yes,124,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,False
IA,128,408, 335-8146,no,no,75,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,False
CO,104,415, 377-2235,no,no,113,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,False
MN,103,415, 386-9141,no,no,112,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,False
VT,124,415, 416-5623,no,no,72,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,False
AZ,87,510, 327-3053,no,no,91,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,False
LA,109,415, 395-6195,no,yes,85,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,True
MO,167,415, 397-8772,yes,no,91,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False
ME,97,510, 346-7656,no,no,96,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,True
MD,106,415, 343-2350,no,no,118,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,False
VT,125,415, 372-4722,no,no,113,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,False
DC,108,408, 399-8615,no,yes,106,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,False
WY,125,415, 379-8248,no,no,132,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,False
VA,89,415, 414-6219,no,yes,113,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,False
VA,72,510, 387-1343,yes,yes,114,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,False
CT,23,510, 370-5527,no,no,107,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,True
HI,149,510, 393-8736,no,no,61,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,False
WI,73,415, 402-7626,no,no,90,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,False
MD,61,415, 370-2688,no,no,123,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,True
WV,161,415, 418-9036,no,no,113,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,True
VT,73,408, 417-2035,no,no,95,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,False
UT,118,415, 355-3602,no,yes,83,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,False
CO,23,408, 393-4027,no,no,89,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,False
NC,127,415, 418-5141,no,yes,95,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,False
NJ,42,415, 406-1247,no,yes,80,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,False
AR,118,415, 402-3892,no,no,145,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,True
IA,45,510, 332-2965,no,no,91,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,False
GA,50,408, 377-1218,no,yes,129,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,False
MO,179,510, 355-2464,no,no,123,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,True
MO,152,408, 404-4611,no,no,122,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,False
WY,105,415, 373-2339,no,no,74,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,False
HI,72,415, 410-3503,no,no,97,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,False
PA,52,408, 410-4739,no,no,67,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,False
TX,125,415, 365-3562,no,no,110,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,False
VA,143,510, 387-7641,no,no,113,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,False
RI,65,415, 385-9744,no,no,51,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,False
WI,80,415, 398-5006,no,no,121,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,False
MS,1,415, 408-3977,no,no,107,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False
KY,60,408, 334-2729,no,no,134,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False
NC,43,415, 334-7685,no,no,134,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,False
NV,143,415, 350-9228,no,no,127,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,False
UT,81,415, 407-5774,no,yes,117,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,False
ME,205,510, 413-4039,no,yes,139,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,False
HI,24,415, 343-2077,no,no,104,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,False
OH,74,415, 336-5661,no,no,106,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,False
WV,77,510, 355-4143,no,no,68,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False
OK,74,415, 366-5918,no,no,87,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,False
KY,74,510, 368-7555,yes,no,103,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,True
AL,200,408, 408-2119,no,no,87,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,False
MD,86,408, 329-2789,no,no,88,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,False
NE,91,510, 334-1508,no,yes,107,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,False
DC,76,415, 337-1506,no,no,121,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False
TX,130,415, 396-8400,no,no,127,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,False
OH,56,408, 349-2654,no,no,90,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,False
DE,117,415, 417-2716,no,no,137,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,False
IA,63,510, 402-1725,no,no,81,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False
VT,126,415, 403-3229,no,no,88,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,False
OR,132,510, 353-6056,no,no,107,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,False
NV,81,415, 399-9802,no,yes,147,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,True
NC,122,415, 366-7069,no,no,88,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,False
NJ,46,408, 332-5949,no,no,67,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,True
MN,150,415, 393-6376,no,yes,75,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False
ID,99,408, 354-7025,no,no,83,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,False
AL,87,408, 351-6585,no,no,124,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,False
AK,108,415, 330-5462,no,no,129,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,False
VT,101,415, 407-2292,no,no,89,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False
PA,53,415, 340-3011,no,no,86,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,False
AK,132,415, 345-9153,no,yes,93,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False
CA,158,510, 379-5503,no,no,123,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False
MS,114,415, 389-6790,no,yes,109,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False
AR,77,415, 408-3610,no,yes,73,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False
NV,144,415, 375-8238,yes,no,69,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,False
AL,91,510, 378-5633,no,yes,97,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,False
GA,58,408, 389-9120,no,no,100,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,False
AR,5,415, 380-2758,no,no,106,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,False
MA,97,408, 402-2728,no,no,81,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,False
NJ,107,415, 354-9062,no,no,95,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False
MO,142,415, 417-2054,no,yes,75,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,False
NY,9,408, 353-1941,no,yes,130,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,False
AZ,73,415, 328-1522,no,no,130,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,False
NJ,48,510, 408-4529,no,yes,63,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True
WV,43,408, 417-5320,no,no,147,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,False
NM,122,408, 370-9755,no,yes,103,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,True
SC,93,415, 372-4835,no,no,68,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,False
VT,85,415, 334-6605,no,no,122,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,False
TN,59,415, 399-5564,no,no,95,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False
LA,87,415, 392-2887,no,no,90,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,False
OH,137,408, 328-2110,no,no,90,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,False
OR,21,510, 383-5976,no,yes,90,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,False
DE,129,510, 332-6181,no,no,118,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True
KY,104,415, 330-5255,no,no,77,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,False
GA,93,408, 413-5190,no,yes,105,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,True
VT,63,415, 394-7447,no,no,102,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,True
OR,161,415, 353-7096,no,no,70,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,False
TX,50,510, 395-6002,no,no,94,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False
MO,103,408, 372-9816,no,yes,85,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,False
ND,84,415, 400-7253,no,yes,106,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,False
MN,92,510, 344-7470,no,no,105,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,False
NV,77,415, 378-8572,no,no,112,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,False
NY,64,415, 345-9140,yes,no,55,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,True
FL,159,415, 340-5460,no,yes,102,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,False
KS,110,415, 369-8024,yes,yes,103,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True
NV,138,510, 395-8595,no,no,117,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,False
NV,178,408, 359-4587,no,no,150,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,False
SC,38,415, 375-5439,no,yes,118,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,False
MI,50,415, 361-3779,no,yes,97,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False
MI,45,510, 375-8934,no,yes,104,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,False
TN,70,510, 395-4757,no,no,99,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,False
NY,147,510, 421-7205,no,yes,107,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,False
NV,94,510, 379-8805,no,no,108,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,False
IL,179,510, 348-2150,no,no,101,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,False
MS,116,415, 417-9128,no,no,91,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False
ND,59,510, 351-4226,no,no,80,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,False
NC,165,415, 330-6630,no,no,109,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,False
MI,133,408, 387-9137,no,no,138,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,True
TN,140,415, 372-3987,no,no,84,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,False
VT,93,408, 408-5183,no,yes,91,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,False
OK,52,510, 412-9357,no,yes,88,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,False
DE,64,415, 402-3599,no,yes,101,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,False
ND,12,510, 379-5211,yes,no,117,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,False
OR,48,415, 405-9217,no,no,92,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,False
NY,181,408, 340-9200,no,no,91,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,False
MO,168,415, 339-9026,no,yes,57,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,False
FL,155,415, 343-4772,no,no,111,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,False
ND,105,510, 345-2108,no,no,83,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,False
NY,11,415, 401-4650,no,no,130,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,False
ND,182,415, 400-3945,no,no,111,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,False
NY,104,415, 338-3781,no,no,93,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False
OH,102,415, 342-6316,no,no,125,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,False
AL,122,415, 336-5920,no,no,96,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,False
SC,41,415, 332-1060,no,no,117,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,False
GA,132,415, 418-3426,no,no,132,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,False
WY,76,415, 408-6326,no,no,148,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True
WV,13,415, 334-6142,no,no,74,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False
HI,115,415, 336-6128,no,yes,72,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,False
WV,67,408, 406-6708,no,no,91,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False
LA,154,510, 388-8670,no,no,99,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,False
AR,100,510, 363-5853,no,no,87,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,False
AK,146,510, 383-6544,yes,no,65,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,False
DC,148,415, 378-2940,no,yes,129,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False
AL,67,415, 338-7683,no,yes,94,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,False
UT,161,510, 329-2786,yes,no,106,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True
KS,70,415, 369-9465,no,no,114,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,False
MN,116,510, 337-3769,no,no,82,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False
VA,99,415, 400-6257,no,yes,125,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True
UT,87,415, 411-6663,no,no,108,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,False
IN,87,510, 384-3101,no,no,85,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,False
CT,70,408, 339-5329,no,no,111,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,False
DE,131,408, 388-9944,no,no,80,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False
VT,119,510, 403-1769,no,no,74,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False
MO,119,408, 390-1612,no,yes,77,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False
RI,87,510, 421-7214,yes,no,80,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False
CA,112,415, 338-6962,no,no,92,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True
RI,75,415, 333-9826,no,no,89,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False
CT,150,510, 411-8549,no,no,77,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,False
IN,161,510, 381-9234,no,yes,112,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,False
FL,91,510, 387-9855,yes,yes,112,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,False
KS,124,415, 371-6990,no,no,104,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False
NY,94,510, 417-3046,yes,no,109,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False
TX,217,408, 385-7082,no,no,115,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False
RI,158,510, 365-5886,no,no,129,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,False
NV,102,415, 373-5196,no,no,87,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,False
UT,85,510, 327-6194,no,no,107,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,False
OK,79,510, 381-4565,no,no,72,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False
MN,139,510, 357-9832,no,yes,112,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,False
NC,103,415, 396-4845,no,no,118,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False
OR,98,415, 378-6772,yes,no,67,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False
NH,78,408, 353-4296,no,no,116,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False
AK,50,408, 362-8331,no,no,107,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False
OR,161,415, 362-4685,no,no,109,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False
KS,67,408, 383-1431,no,no,101,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False
WV,86,415, 332-2258,no,yes,158,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False
GA,92,510, 375-8304,no,no,125,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False
NM,174,415, 340-5580,no,no,72,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False
OH,124,510, 362-1490,no,no,97,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False
ND,132,415, 336-4281,no,yes,101,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False
RI,190,415, 361-1315,no,yes,71,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False
HI,101,510, 342-5906,no,no,127,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False
WY,185,415, 405-7904,yes,yes,114,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False
NY,68,415, 349-4762,no,yes,82,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False
KS,117,510, 385-3263,no,yes,140,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False
LA,118,408, 405-9496,no,no,97,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False
PA,124,415, 396-6775,no,no,119,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False
NV,22,510, 393-6475,no,no,108,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False
MN,75,415, 379-7779,no,no,92,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,False
PA,134,408, 408-8650,no,no,122,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False
MO,164,408, 400-3497,no,yes,88,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False
NY,44,510, 407-9244,no,no,77,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False
ME,177,415, 406-8809,no,no,106,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False
NH,110,408, 358-1778,no,no,81,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,False
WY,53,415, 337-4339,no,yes,119,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False
NY,108,415, 344-7197,no,no,123,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True
ME,80,408, 333-7631,no,no,113,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True
MN,158,408, 372-6623,no,no,112,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False
OH,114,415, 363-2602,no,no,88,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,False
NC,64,408, 387-7757,no,yes,150,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False
SD,88,415, 397-5381,no,no,115,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False
UT,82,510, 406-4604,yes,no,101,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False
KY,111,415, 376-9513,no,no,97,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False
MT,60,408, 360-1852,no,no,97,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False
NJ,113,408, 421-7270,no,no,72,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False
FL,109,408, 371-9482,no,no,115,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,False
IN,105,510, 337-4101,no,yes,79,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False
DE,85,510, 420-2796,no,no,100,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False
AL,131,510, 366-4225,no,no,86,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,False
ME,59,510, 398-4567,no,no,95,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,False
SD,148,408, 388-4571,no,no,87,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,False
VA,210,408, 360-8666,no,no,121,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,False
AK,115,415, 333-3704,no,no,105,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False
ID,106,510, 383-2566,no,no,120,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,False
RI,93,415, 406-5584,no,no,78,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False
KY,57,415, 344-4691,no,yes,121,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,False
ND,98,510, 347-9737,no,no,127,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False
HI,157,415, 333-7961,no,no,95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,False
WI,116,415, 364-2439,no,yes,104,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,False
WV,30,510, 411-8043,no,no,96,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,False
NJ,111,510, 332-5084,no,no,128,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,True
KS,52,415, 413-4831,no,no,78,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,False
AL,72,415, 343-4806,no,no,93,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False
NJ,135,510, 401-8735,no,yes,100,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True
NC,86,510, 391-8626,no,no,115,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,False
DE,98,415, 327-5817,no,yes,97,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False
WY,151,510, 381-4712,no,no,104,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False
ID,118,415, 335-3320,no,no,112,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False
NY,117,415, 415-8780,no,no,115,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,False
MO,55,510, 362-1146,no,no,100,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False
ID,82,408, 352-7413,no,no,93,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,False
IA,152,415, 387-6716,no,no,98,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,False
TN,108,408, 352-1127,no,yes,85,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,False
OH,98,408, 368-1288,no,no,129,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True
IL,130,415, 403-5279,no,no,95,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False
FL,136,408, 397-9333,yes,no,122,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False
MA,47,415, 411-7353,no,no,116,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,False
OK,189,415, 383-2537,no,no,106,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,False
KY,107,415, 330-4419,no,no,79,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False
MI,91,415, 390-7930,no,no,165,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True
NE,159,415, 362-5111,no,no,105,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,True
VA,11,408, 358-6796,no,yes,98,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,False
NY,167,415, 409-7494,no,no,85,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False
MT,111,408, 400-1636,no,no,75,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False
VT,99,408, 389-2747,no,yes,103,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False
KS,159,415, 415-2176,no,yes,78,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False
VA,114,415, 377-8067,yes,yes,104,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False
AL,71,415, 362-7835,no,no,103,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,False
PA,122,415, 361-5225,no,no,62,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False
